[2026-07-09 16:18:34] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:32:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:32:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:32:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:32:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 06:37:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:37:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:37:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:37:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:37:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 06:42:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:42:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:42:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:42:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:42:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 06:47:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:47:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:47:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:47:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:47:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 06:52:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:52:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:52:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:52:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:52:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 06:57:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:57:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:57:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:57:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 06:57:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:02:11] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:02:11] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:02:11] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:02:11] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:02:11] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:07:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:07:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:07:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:07:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:07:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:12:09] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:12:09] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:12:09] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:12:09] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:12:09] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:17:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:17:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:17:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:17:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:17:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:22:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:22:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:22:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:22:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:22:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:27:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:27:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:27:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:27:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:27:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:32:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:32:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:32:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:32:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:32:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:37:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:37:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:37:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:37:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:37:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:42:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:42:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:42:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:42:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:42:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:47:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:47:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:47:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:47:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:47:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:52:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:52:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:52:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:52:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:52:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 07:57:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:57:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:57:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:57:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 07:57:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:02:18] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:02:18] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:02:18] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:02:18] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:02:18] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:07:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:07:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:07:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:07:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:07:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:12:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:12:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:12:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:12:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:12:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:13:03] TG_DROP | TelegramError: Timed out | retry_err=Timed out | text=🔍 Scan Summary ━━━━━━━━━━━━━━━━━ 🕐 10/07/2026 08:12:02  🟨 M1 | ⏳ WAIT 🟡 ท่า1 ⚠️ SELL A [1] Close:4125.00 ≥ Low[2]:4123.3...
[2026-07-10 08:17:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:17:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:17:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:17:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:17:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:22:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:22:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:22:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:22:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:22:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:27:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:27:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:27:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:27:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:27:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:32:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:32:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:32:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:32:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:32:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:37:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:37:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:37:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:37:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:37:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:42:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:42:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:42:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:42:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:42:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:47:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:47:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:47:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:47:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:47:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:52:13] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:52:13] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:52:13] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:52:13] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:52:13] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 08:57:12] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:57:12] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:57:12] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:57:12] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 08:57:12] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 09:02:12] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 09:02:12] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 09:02:12] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 09:02:12] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 09:02:12] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
[2026-07-10 09:07:14] DEMO_PORTFOLIO | LTS999_438 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 09:07:14] DEMO_PORTFOLIO | LTS999_439 detect error: TypeError: strategy_95() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 09:07:14] DEMO_PORTFOLIO | LTS999_440 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 09:07:14] DEMO_PORTFOLIO | LTS999_441 detect error: TypeError: strategy_96() got an unexpected keyword argument 'dt_bkk'
[2026-07-10 09:07:14] DEMO_PORTFOLIO | LTS999 scan error: KeyError: 'H1'
